"index","eventId","minute","second","teamId","x","y","period","type","outcomeType","qualifiers.type.value","qualifiers.type.displayName","qualifiers.value","satisfiedEventsTypes","isTouch","playerId","endX","endY","blockedX","blockedY","goalMouthZ","goalMouthY","isShot","relatedEventId","relatedPlayerId","isGoal","cardType","isOwnGoal","cumulative_mins","id","expandedMinute","type_value_Angle","type_value_PassEndY","type_value_StandingSave","type_value_Length","type_value_Zone","type_value_PassEndX","type_value_Longball","type_value_ThrowIn","type_value_Defensive","type_value_OppositeRelatedEvent","type_value_Offensive","type_value_HeadPass","type_value_KeeperThrow","type_value_RightFoot","type_value_Cross","type_value_BlockedCross","type_value_Chipped","type_value_Head","type_value_LayOff","type_value_OtherBodyPart","type_value_LeftFoot","type_value_Foul","type_value_FreekickTaken","type_value_GoalKick","type_value_PlayerCaughtOffside","type_value_IndirectFreekickTaken","type_value_RelatedEventId","type_value_Yellow","type_value_LeadingToGoal","type_value_IntentionalAssist","type_value_ShotAssist","type_value_RegularPlay","type_value_BigChanceCreated","type_value_IntentionalGoalAssist","type_value_KeyPass","type_value_BigChance","type_value_BoxCentre","type_value_GoalMouthY","type_value_OneOnOne","type_value_LowRight","type_value_Assisted","type_value_GoalMouthZ","type_value_LeadingToAttempt","type_value_FirstTouch","type_value_IndividualPlay","type_value_OutOfBoxCentre","type_value_BlockedY","type_value_BlockedX","type_value_DirectFreekick","type_value_MissHigh","type_value_OutOfBoxDeepLeft","type_value_Throughball","type_value_SmallBoxRight","type_value_OverRun","type_value_Blocked","type_value_BoxRight","type_value_OutfielderBlock","type_value_MissLeft","type_value_MissRight","type_value_CornerTaken","type_value_LastMan","type_value_BoxLeft","type_value_FastBreak","type_value_LowLeft","type_value_DivingSave","type_value_Hands","type_value_Collected","type_value_KeeperSaveInTheBox","type_value_HighRight","type_value_FromCorner","type_value_PlayerPosition","type_value_JerseyNumber","type_value_FormationSlot","type_value_CaptainPlayerId","type_value_TeamPlayerFormation","type_value_InvolvedPlayers","type_value_TeamFormation","type_value_SetPiece","type_value_LowCentre","type_value_SmallBoxLeft","type_value_ParriedSafe","type_value_KeeperSaveInSixYard","value_Angle","value_PassEndY","value_StandingSave","value_Length","value_Zone","value_PassEndX","value_Longball","value_ThrowIn","value_Defensive","value_OppositeRelatedEvent","value_Offensive","value_HeadPass","value_KeeperThrow","value_RightFoot","value_Cross","value_BlockedCross","value_Chipped","value_Head","value_LayOff","value_OtherBodyPart","value_LeftFoot","value_Foul","value_FreekickTaken","value_GoalKick","value_PlayerCaughtOffside","value_IndirectFreekickTaken","value_RelatedEventId","value_Yellow","value_LeadingToGoal","value_IntentionalAssist","value_ShotAssist","value_RegularPlay","value_BigChanceCreated","value_IntentionalGoalAssist","value_KeyPass","value_BigChance","value_BoxCentre","value_GoalMouthY","value_OneOnOne","value_LowRight","value_Assisted","value_GoalMouthZ","value_LeadingToAttempt","value_FirstTouch","value_IndividualPlay","value_OutOfBoxCentre","value_BlockedY","value_BlockedX","value_DirectFreekick","value_MissHigh","value_OutOfBoxDeepLeft","value_Throughball","value_SmallBoxRight","value_OverRun","value_Blocked","value_BoxRight","value_OutfielderBlock","value_MissLeft","value_MissRight","value_CornerTaken","value_LastMan","value_BoxLeft","value_FastBreak","value_LowLeft","value_DivingSave","value_Hands","value_Collected","value_KeeperSaveInTheBox","value_HighRight","value_FromCorner","value_PlayerPosition","value_JerseyNumber","value_FormationSlot","value_CaptainPlayerId","value_TeamPlayerFormation","value_InvolvedPlayers","value_TeamFormation","value_SetPiece","value_LowCentre","value_SmallBoxLeft","value_ParriedSafe","value_KeeperSaveInSixYard","timeStamp","attendance","venueName","referee","ftScore","hteamId","ateamId","start_zone_value_xT","end_zone_value_xT","xT","teamName","oppositionTeamName","shirtNo","name","position","isFirstEleven","prog_pass","prog_carry","pass_or_carry_angle","shortName","event_index","possession_id","possession_team","row_number"
445,241,25,35,29,49.35,45.9,"FirstHalf","Pass","Unsuccessful",NA,NA,NA,"c(91, 120, 29, 139, 36, 37, 216, 218)",TRUE,368310,61.005,49.912,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.5833333333333,2810256613,25,213,141,NA,212,56,140,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.33","73.4",NA,"12.3","Center","58.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-05 01:09:11",62468,"London Stadium","Michael Oliver","1 : 1",29,30,NA,NA,NA,"West Ham","Tottenham",26,"Maximilian Kilman","DC",TRUE,10.1240083552258,0,18.9949969732348,"M. Kilman",445,31,"Tottenham",445
446,241,25,38,30,43.155,10.268,"FirstHalf","BallTouch","Unsuccessful",NA,NA,NA,"c(91, 69)",TRUE,303096,43.155,10.268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.6333333333333,2810256679,25,NA,NA,178,NA,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-05 01:09:11",62468,"London Stadium","Michael Oliver","1 : 1",29,30,NA,NA,NA,"Tottenham","West Ham",8,"Yves Bissouma","MC",TRUE,0,0,0,"Y. Bissouma",446,31,"Tottenham",446
447,244,25,41,29,65.73,48.484,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 36, 38, 216, 218)",TRUE,400166,67.83,36.108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.6833333333333,2810256781,25,213,141,178,212,56,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4.88","53.1",NA,"12.6","Center","64.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-05 01:09:11",62468,"London Stadium","Michael Oliver","1 : 1",29,30,0.01935132,0.0199707,0.000619379999999999,"West Ham","Tottenham",14,"Mohammed Kudus","AMC",TRUE,4.62620645691943,0,-80.3695938458115,"M. Kudus",447,31,"Tottenham",447
448,245,25,42,29,67.83,36.04,"FirstHalf","Pass","Unsuccessful",NA,NA,NA,"c(91, 120, 29, 36, 37, 217, 218)",TRUE,104058,73.5,41.956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.7,2810256821,25,213,141,178,212,56,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.81","61.7",NA,"8.2","Center","70.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-05 01:09:11",62468,"London Stadium","Michael Oliver","1 : 1",29,30,NA,NA,NA,"West Ham","Tottenham",11,"Niclas Fullkrug","FW",TRUE,4.73674131753138,0,46.2163511363857,"N. Fullkrug",448,31,"Tottenham",448
449,242,25,43,30,27.51,24.616,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 36, 37, 216, 218)",TRUE,330816,51.135,35.496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.7166666666667,2810256863,25,213,141,178,212,56,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.43","52.2",NA,"26.0","Back","48.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-05 01:09:11",62468,"London Stadium","Michael Oliver","1 : 1",29,30,0.01110462,0.01484598,0.00374136,"Tottenham","West Ham",4,"Kevin Danso","DC",TRUE,24.1703605017863,0,24.727446022447,"K. Danso",449,31,"Tottenham",449
450,244,25,47,30,47.775,34.952,"FirstHalf","Foul","Successful",NA,NA,NA,"c(91, 63)",TRUE,317804,47.775,34.952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.7833333333333,2810256901,25,NA,NA,NA,NA,56,NA,NA,NA,NA,233,286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back",NA,NA,NA,NA,"246",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-05 01:09:11",62468,"London Stadium","Michael Oliver","1 : 1",29,30,NA,NA,NA,"Tottenham","West Ham",9,"Richarlison","FW",TRUE,0,0,0,"Richarlison",450,31,"Tottenham",450
451,246,25,47,29,57.225,33.048,"FirstHalf","Foul","Unsuccessful",NA,NA,NA,"64",FALSE,368310,57.225,33.048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.7833333333333,2810256911,25,NA,NA,178,NA,56,NA,NA,NA,285,233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Center",NA,NA,NA,NA,"244",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-05 01:09:11",62468,"London Stadium","Michael Oliver","1 : 1",29,30,NA,NA,NA,"West Ham","Tottenham",26,"Maximilian Kilman","DC",TRUE,0,0,0,"M. Kilman",451,31,"Tottenham",451
452,245,26,13,30,49.035,30.464,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 132, 35, 37, 216, 218)",TRUE,330816,40.635,41.412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.2166666666667,2810257723,26,213,141,178,212,56,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2.23","60.9",NA,"13.8","Back","38.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-05 01:09:11",62468,"London Stadium","Michael Oliver","1 : 1",29,30,0.01484598,0.01262646,-0.00221952,"Tottenham","West Ham",4,"Kevin Danso","DC",TRUE,-8.71376657166088,0,127.497707765211,"K. Danso",452,31,"Tottenham",452
453,245.5,26,14.5,30,40.635,41.412,"FirstHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,103837,36.75,40.8,NA,NA,NA,NA,NA,246,NA,NA,NA,NA,26.2416666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-05 01:09:11",62468,"London Stadium","Michael Oliver","1 : 1",29,30,0.01262646,0.01262646,0,"Tottenham","West Ham",33,"Ben Davies","DC",TRUE,0,-3.79755633393319,-171.047822367684,"B. Davies",453,31,"Tottenham",453
454,246,26,16,30,36.75,40.8,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 35, 38, 215, 218)",TRUE,103837,24.15,27.608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.2666666666667,2810257893,26,213,141,178,212,56,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3.95","40.6",NA,"18.2","Back","23.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-05 01:09:11",62468,"London Stadium","Michael Oliver","1 : 1",29,30,0.01262646,0.01016549,-0.00246097,"Tottenham","West Ham",33,"Ben Davies","DC",TRUE,-12.5143640811307,0,-133.685129234605,"B. Davies",454,31,"Tottenham",454
455,246.5,26,20,30,24.15,27.608,"FirstHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,147863,29.085,27.608,NA,NA,NA,NA,NA,247,NA,NA,NA,NA,26.3333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-05 01:09:11",62468,"London Stadium","Michael Oliver","1 : 1",29,30,0.01016549,0.01132376,0.00115827,"Tottenham","West Ham",1,"Guglielmo Vicario","GK",TRUE,0,4.91865599202515,0,"G. Vicario",455,31,"Tottenham",455
456,247,26,24,30,29.085,27.608,"FirstHalf","Pass","Unsuccessful",NA,NA,NA,"c(91, 120, 128, 36, 38, 217, 218)",TRUE,147863,80.85,15.844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.4,2810258039,26,213,141,178,212,56,140,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6.06","23.3",NA,"53.1","Center","77.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-05 01:09:11",62468,"London Stadium","Michael Oliver","1 : 1",29,30,NA,NA,NA,"Tottenham","West Ham",1,"Guglielmo Vicario","GK",TRUE,45.9700060800662,0,-12.803452782398,"G. Vicario",456,31,"Tottenham",456
457,247,26,27,29,27.405,50.796,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 139, 35, 38, 215, 218)",TRUE,68049,13.335,39.984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.45,2810258113,26,213,141,178,212,56,140,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3.80","58.8",NA,"17.7","Back","12.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-05 01:09:11",62468,"London Stadium","Michael Oliver","1 : 1",29,30,0.01110462,0.01082722,-0.000277400000000001,"West Ham","Tottenham",3,"Aaron Cresswell","DC",TRUE,-12.468113801432,0,-142.459757596904,"A. Cresswell",457,32,"West Ham",457
458,248,26,29,29,13.545,38.488,"FirstHalf","KeeperPickup","Successful",NA,NA,NA,"93",FALSE,92516,13.545,38.488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.4833333333333,2810258117,26,NA,NA,178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-05 01:09:11",62468,"London Stadium","Michael Oliver","1 : 1",29,30,NA,NA,NA,"West Ham","Tottenham",23,"Alphonse Areola","GK",TRUE,0,0,0,"A. Areola",458,32,"West Ham",458
459,248.5,26,34,29,13.545,38.488,"FirstHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,92516,14.7,29.308,NA,NA,NA,NA,NA,250,NA,NA,NA,NA,26.5666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-05 01:09:11",62468,"London Stadium","Michael Oliver","1 : 1",29,30,0.01082722,0.01082722,0,"West Ham","Tottenham",23,"Alphonse Areola","GK",TRUE,0,1.14323799462808,-82.8288981758061,"A. Areola",459,32,"West Ham",459
460,250,26,39,29,14.7,29.308,"FirstHalf","Pass","Unsuccessful",NA,NA,NA,"c(91, 120, 128, 36, 38, 216, 218)",TRUE,92516,65.52,12.172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.65,2810258489,26,213,141,178,212,56,140,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5.96","17.9",NA,"53.6","Right","62.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-05 01:09:11",62468,"London Stadium","Michael Oliver","1 : 1",29,30,NA,NA,NA,"West Ham","Tottenham",23,"Alphonse Areola","GK",TRUE,45.3093791734539,0,-18.6335960985918,"A. Areola",460,32,"West Ham",460
