"index","eventId","minute","second","teamId","x","y","period","type","outcomeType","qualifiers.type.value","qualifiers.type.displayName","qualifiers.value","satisfiedEventsTypes","isTouch","playerId","endX","endY","blockedX","blockedY","goalMouthZ","goalMouthY","isShot","relatedEventId","relatedPlayerId","isGoal","cardType","isOwnGoal","cumulative_mins","id","expandedMinute","type_value_Angle","type_value_Zone","type_value_Length","type_value_StandingSave","type_value_PassEndY","type_value_PassEndX","type_value_Longball","type_value_Chipped","type_value_HeadPass","type_value_OppositeRelatedEvent","type_value_Offensive","type_value_Defensive","type_value_ThrowIn","type_value_LayOff","type_value_MissLeft","type_value_CornerTaken","type_value_Cross","type_value_LeftFoot","type_value_Head","type_value_GoalKick","type_value_RightFoot","type_value_MissRight","type_value_Foul","type_value_FreekickTaken","type_value_Throughball","type_value_ShotAssist","type_value_KeyPass","type_value_GoalMouthY","type_value_OutOfBoxCentre","type_value_RegularPlay","type_value_IndividualPlay","type_value_Blocked","type_value_BlockedY","type_value_Assisted","type_value_LowCentre","type_value_RelatedEventId","type_value_BlockedX","type_value_GoalMouthZ","type_value_OutfielderBlock","type_value_HighClaim","type_value_KeeperThrow","type_value_PlayerCaughtOffside","type_value_IndirectFreekickTaken","type_value_OtherBodyPart","type_value_BoxCentre","type_value_FirstTouch","type_value_IntentionalAssist","type_value_BigChanceCreated","type_value_Volley","type_value_MissHigh","type_value_SmallBoxCentre","type_value_BigChance","type_value_Yellow","type_value_OverRun","type_value_LeadingToAttempt","type_value_OneOnOne","type_value_LastMan","type_value_LeadingToGoal","type_value_FromCorner","type_value_BoxLeft","type_value_SmallBoxRight","type_value_LowRight","type_value_Hands","type_value_Collected","type_value_KeeperSaveInTheBox","type_value_JerseyNumber","type_value_PlayerPosition","type_value_FormationSlot","type_value_InvolvedPlayers","type_value_TeamPlayerFormation","type_value_CaptainPlayerId","type_value_TeamFormation","type_value_BlockedCross","type_value_HighLeft","type_value_ThrowinSetPiece","type_value_DirectFreekick","type_value_KeeperSaveObox","type_value_HighRight","value_Angle","value_Zone","value_Length","value_StandingSave","value_PassEndY","value_PassEndX","value_Longball","value_Chipped","value_HeadPass","value_OppositeRelatedEvent","value_Offensive","value_Defensive","value_ThrowIn","value_LayOff","value_MissLeft","value_CornerTaken","value_Cross","value_LeftFoot","value_Head","value_GoalKick","value_RightFoot","value_MissRight","value_Foul","value_FreekickTaken","value_Throughball","value_ShotAssist","value_KeyPass","value_GoalMouthY","value_OutOfBoxCentre","value_RegularPlay","value_IndividualPlay","value_Blocked","value_BlockedY","value_Assisted","value_LowCentre","value_RelatedEventId","value_BlockedX","value_GoalMouthZ","value_OutfielderBlock","value_HighClaim","value_KeeperThrow","value_PlayerCaughtOffside","value_IndirectFreekickTaken","value_OtherBodyPart","value_BoxCentre","value_FirstTouch","value_IntentionalAssist","value_BigChanceCreated","value_Volley","value_MissHigh","value_SmallBoxCentre","value_BigChance","value_Yellow","value_OverRun","value_LeadingToAttempt","value_OneOnOne","value_LastMan","value_LeadingToGoal","value_FromCorner","value_BoxLeft","value_SmallBoxRight","value_LowRight","value_Hands","value_Collected","value_KeeperSaveInTheBox","value_JerseyNumber","value_PlayerPosition","value_FormationSlot","value_InvolvedPlayers","value_TeamPlayerFormation","value_CaptainPlayerId","value_TeamFormation","value_BlockedCross","value_HighLeft","value_ThrowinSetPiece","value_DirectFreekick","value_KeeperSaveObox","value_HighRight","timeStamp","attendance","venueName","referee","ftScore","hteamId","ateamId","start_zone_value_xT","end_zone_value_xT","xT","teamName","oppositionTeamName","shirtNo","name","position","isFirstEleven","prog_pass","prog_carry","pass_or_carry_angle","shortName","event_index","possession_id","possession_team","row_number"
171,77,9,37,15,66.465,2.312,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 35, 37, 216, 218)",TRUE,361330,65.31,8.092,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.61666666666667,2818887271,9,213,56,212,178,141,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.77","Right","5.9",NA,"11.9","62.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-26 01:04:26",30263,"The City Ground","Anthony Taylor","0 : 1",174,15,0.02122129,0.0174506,-0.00377069,"Chelsea","Nottingham Forest",24,"Reece James","DR",TRUE,2.49316184883834,0,101.300400652529,"R. James",171,8,"Chelsea",171
172,78,9,38,15,65.31,8.092,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 35, 38, 216, 218)",TRUE,410175,56.595,2.108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.63333333333333,2818887305,9,213,56,212,178,141,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3.74","Right","10.6",NA,"3.1","53.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-26 01:04:26",30263,"The City Ground","Anthony Taylor","0 : 1",174,15,0.0174506,0.01473596,-0.00271464,"Chelsea","Nottingham Forest",25,"Moises Caicedo","DMC",TRUE,-10.5692721703806,0,-145.525251997317,"M. Caicedo",172,8,"Chelsea",172
173,79,9,39,15,56.595,2.108,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 35, 37, 216, 218)",TRUE,361330,41.685,7.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.65,2818887353,9,213,56,212,178,141,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2.78","Back","16.0",NA,"11.5","39.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-26 01:04:26",30263,"The City Ground","Anthony Taylor","0 : 1",174,15,0.01473596,0.01126267,-0.00347329,"Chelsea","Nottingham Forest",24,"Reece James","DR",TRUE,-10.5473515949141,0,159.038234059176,"R. James",173,8,"Chelsea",173
174,80,9,42,15,42.315,10.064,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 35, 37, 216, 218)",TRUE,136464,36.54,36.516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.7,2818887415,9,213,56,212,178,141,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.79","Back","27.1",NA,"53.7","34.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-26 01:04:26",30263,"The City Ground","Anthony Taylor","0 : 1",174,15,0.0138454,0.01262646,-0.00121894,"Chelsea","Nottingham Forest",4,"Tosin Adarabioyo","DC",TRUE,-1.40672941279652,0,102.315571750936,"T. Adarabioyo",174,8,"Chelsea",174
175,80.5,9,44,15,36.54,36.516,"FirstHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,421351,36.435,39.916,NA,NA,NA,NA,NA,81,NA,NA,NA,NA,9.73333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-26 01:04:26",30263,"The City Ground","Anthony Taylor","0 : 1",174,15,0.01262646,0.01262646,0,"Chelsea","Nottingham Forest",6,"Levi Colwill","DC",TRUE,0,-0.313534468940489,91.7688662936832,"L. Colwill",175,8,"Chelsea",175
176,81,9,46,15,36.435,39.916,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 36, 37, 216, 218)",TRUE,421351,48.615,56.916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.76666666666667,2818887461,9,213,56,212,178,141,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.95","Back","20.9",NA,"83.7","46.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-26 01:04:26",30263,"The City Ground","Anthony Taylor","0 : 1",174,15,0.01262646,0.0138454,0.00121894,"Chelsea","Nottingham Forest",6,"Levi Colwill","DC",TRUE,7.95587710567784,0,54.3795156916193,"L. Colwill",176,8,"Chelsea",176
177,82,9,48,15,48.615,56.916,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 35, 38, 216, 218)",TRUE,395692,35.07,46.036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.8,2818887527,9,213,56,212,178,141,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3.82","Back","17.4",NA,"67.7","33.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-26 01:04:26",30263,"The City Ground","Anthony Taylor","0 : 1",174,15,0.0138454,0.01269174,-0.00115366,"Chelsea","Nottingham Forest",20,"Cole Palmer","AMC",TRUE,-10.094353521098,0,-141.226882787663,"C. Palmer",177,8,"Chelsea",177
178,83,9,51,15,34.335,44.268,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 36, 38, 216, 218)",TRUE,421351,39.06,18.496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.85,2818887579,9,213,56,212,178,141,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4.89","Back","26.2",NA,"27.2","37.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-26 01:04:26",30263,"The City Ground","Anthony Taylor","0 : 1",174,15,0.01269174,0.01269174,0,"Chelsea","Nottingham Forest",6,"Levi Colwill","DC",TRUE,3.66894602822988,0,-79.6108554000281,"L. Colwill",178,8,"Chelsea",178
179,84,9,54,15,40.53,18.428,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 36, 38, 216, 218)",TRUE,361330,62.58,4.352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.9,2818887609,9,213,56,212,178,141,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5.72","Right","26.2",NA,"6.4","59.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-26 01:04:26",30263,"The City Ground","Anthony Taylor","0 : 1",174,15,0.01269174,0.0174506,0.00475886,"Chelsea","Nottingham Forest",24,"Reece James","DR",TRUE,14.5701197462406,0,-32.5528316913403,"R. James",179,8,"Chelsea",179
180,85,9,56,15,62.58,4.352,"FirstHalf","Pass","Unsuccessful",NA,NA,NA,"c(91, 120, 29, 36, 37, 216, 218)",TRUE,389935,68.355,5.032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.93333333333333,2818887619,9,213,56,212,178,141,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.12","Right","5.8",NA,"7.4","65.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-26 01:04:26",30263,"The City Ground","Anthony Taylor","0 : 1",174,15,NA,NA,NA,"Chelsea","Nottingham Forest",11,"Noni Madueke","AMR",TRUE,5.04194928927655,0,6.71559315269292,"N. Madueke",180,8,"Chelsea",180
181,99,9,56,174,40.005,65.212,"FirstHalf","BallTouch","Successful",NA,NA,NA,"91",TRUE,386969,40.005,65.212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.93333333333333,2818887641,9,NA,56,NA,178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-26 01:04:26",30263,"The City Ground","Anthony Taylor","0 : 1",174,15,NA,NA,NA,"Nottingham Forest","Chelsea",7,"Neco Williams","DL",TRUE,0,0,0,"N. Williams",181,8,"Chelsea",181
182,87,10,9,15,64.47,0,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 212, 36, 37, 216)",TRUE,361330,66.99,5.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.15,2818887827,10,213,56,212,NA,141,140,NA,NA,NA,NA,NA,NA,107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.17","Right","6.4",NA,"8.0","63.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-26 01:04:26",30263,"The City Ground","Anthony Taylor","0 : 1",174,15,0.0174506,0.0174506,0,"Chelsea","Nottingham Forest",24,"Reece James","DR",TRUE,5.35854187829617,0,65.1447628670636,"R. James",182,8,"Chelsea",182
183,88,10,9,15,66.99,5.44,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 35, 38, 216, 218)",TRUE,389935,60.9,2.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.15,2818887835,10,213,56,212,178,141,140,NA,NA,NA,NA,NA,NA,NA,156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3.61","Right","6.8",NA,"3.5","58.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-26 01:04:26",30263,"The City Ground","Anthony Taylor","0 : 1",174,15,0.02122129,0.01473596,-0.00648533,"Chelsea","Nottingham Forest",11,"Noni Madueke","AMR",TRUE,-6.72046707242315,0,-153.32216200106,"N. Madueke",183,8,"Chelsea",183
184,89,10,10,15,60.9,2.38,"FirstHalf","Pass","Unsuccessful",NA,NA,NA,"c(91, 120, 29, 124, 36, 37, 217, 218)",TRUE,361330,70.14,2.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1666666666667,2818887867,10,213,56,212,178,141,140,NA,155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.04","Right","9.2",NA,"4.0","66.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-26 01:04:26",30263,"The City Ground","Anthony Taylor","0 : 1",174,15,NA,NA,NA,"Chelsea","Nottingham Forest",24,"Reece James","DR",TRUE,7.42798276530872,0,2.10733550199856,"R. James",184,8,"Chelsea",184
185,102,10,14,174,25.305,62.356,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 35, 38, 215, 218)",TRUE,402596,20.58,54.604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.2333333333333,2818887903,10,213,56,212,178,141,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4.16","Back","9.1",NA,"80.3","19.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-26 01:04:26",30263,"The City Ground","Anthony Taylor","0 : 1",174,15,0.00977659,0.00942382,-0.000352770000000001,"Nottingham Forest","Chelsea",8,"Elliot Anderson","MC",TRUE,-2.30865718757545,0,-121.363148242706,"E. Anderson",185,8,"Chelsea",185
186,103,10,14,174,20.685,54.604,"FirstHalf","Pass","Unsuccessful",NA,NA,NA,"c(91, 118, 120, 128, 36, 37, 216, 218)",TRUE,445424,44.31,66.708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.2333333333333,2818887925,10,213,56,212,178,141,140,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.47","Back","26.5",NA,"98.1","42.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-26 01:04:26",30263,"The City Ground","Anthony Taylor","0 : 1",174,15,NA,NA,NA,"Nottingham Forest","Chelsea",5,"Murillo","DC",TRUE,17.8533382075122,0,27.1278163700577,"Murillo",186,8,"Chelsea",186
