"index","eventId","minute","second","teamId","x","y","period","type","outcomeType","qualifiers.type.value","qualifiers.type.displayName","qualifiers.value","satisfiedEventsTypes","isTouch","playerId","endX","endY","blockedX","blockedY","goalMouthZ","goalMouthY","isShot","relatedEventId","relatedPlayerId","isGoal","cardType","isOwnGoal","cumulative_mins","id","expandedMinute","type_value_PassEndY","type_value_PassEndX","type_value_Zone","type_value_StandingSave","type_value_Length","type_value_Angle","type_value_Longball","type_value_ThrowIn","type_value_Chipped","type_value_Defensive","type_value_OppositeRelatedEvent","type_value_Offensive","type_value_Head","type_value_Foul","type_value_FreekickTaken","type_value_AerialFoul","type_value_LeftFoot","type_value_Cross","type_value_ShotAssist","type_value_IntentionalAssist","type_value_BigChanceCreated","type_value_KeyPass","type_value_SetPiece","type_value_RelatedEventId","type_value_BoxCentre","type_value_BigChance","type_value_GoalMouthZ","type_value_FirstTouch","type_value_GoalMouthY","type_value_Assisted","type_value_GoalKick","type_value_BlockedCross","type_value_KeeperThrow","type_value_RightFoot","type_value_LowCentre","type_value_BlockedX","type_value_BlockedY","type_value_RegularPlay","type_value_Feet","type_value_ParriedSafe","type_value_DivingSave","type_value_KeeperSaveInTheBox","type_value_OtherBodyPart","type_value_MissHigh","type_value_HeadPass","type_value_LayOff","type_value_LeadingToAttempt","type_value_Blocked","type_value_OutfielderBlock","type_value_MissRight","type_value_IndividualPlay","type_value_ThrowinSetPiece","type_value_IntentionalGoalAssist","type_value_SmallBoxCentre","type_value_LowLeft","type_value_Throughball","type_value_OutOfBoxCentre","type_value_FastBreak","type_value_Hands","type_value_MissLeft","type_value_CornerTaken","type_value_HighClaim","type_value_BoxRight","type_value_PlayerCaughtOffside","type_value_IndirectFreekickTaken","type_value_Yellow","type_value_VoidYellowCard","type_value_LowRight","type_value_LastMan","type_value_FromCorner","type_value_SavedOffline","type_value_OverRun","type_value_HighLeft","type_value_KeeperSaveObox","type_value_Collected","type_value_PlayerPosition","type_value_JerseyNumber","type_value_FormationSlot","type_value_TeamPlayerFormation","type_value_TeamFormation","type_value_InvolvedPlayers","type_value_CaptainPlayerId","type_value_HighRight","type_value_ParriedDanger","type_value_SecondYellow","type_value_DirectFreekick","type_value_BoxLeft","type_value_Volley","value_PassEndY","value_PassEndX","value_Zone","value_StandingSave","value_Length","value_Angle","value_Longball","value_ThrowIn","value_Chipped","value_Defensive","value_OppositeRelatedEvent","value_Offensive","value_Head","value_Foul","value_FreekickTaken","value_AerialFoul","value_LeftFoot","value_Cross","value_ShotAssist","value_IntentionalAssist","value_BigChanceCreated","value_KeyPass","value_SetPiece","value_RelatedEventId","value_BoxCentre","value_BigChance","value_GoalMouthZ","value_FirstTouch","value_GoalMouthY","value_Assisted","value_GoalKick","value_BlockedCross","value_KeeperThrow","value_RightFoot","value_LowCentre","value_BlockedX","value_BlockedY","value_RegularPlay","value_Feet","value_ParriedSafe","value_DivingSave","value_KeeperSaveInTheBox","value_OtherBodyPart","value_MissHigh","value_HeadPass","value_LayOff","value_LeadingToAttempt","value_Blocked","value_OutfielderBlock","value_MissRight","value_IndividualPlay","value_ThrowinSetPiece","value_IntentionalGoalAssist","value_SmallBoxCentre","value_LowLeft","value_Throughball","value_OutOfBoxCentre","value_FastBreak","value_Hands","value_MissLeft","value_CornerTaken","value_HighClaim","value_BoxRight","value_PlayerCaughtOffside","value_IndirectFreekickTaken","value_Yellow","value_VoidYellowCard","value_LowRight","value_LastMan","value_FromCorner","value_SavedOffline","value_OverRun","value_HighLeft","value_KeeperSaveObox","value_Collected","value_PlayerPosition","value_JerseyNumber","value_FormationSlot","value_TeamPlayerFormation","value_TeamFormation","value_InvolvedPlayers","value_CaptainPlayerId","value_HighRight","value_ParriedDanger","value_SecondYellow","value_DirectFreekick","value_BoxLeft","value_Volley","timeStamp","attendance","venueName","referee","ftScore","hteamId","ateamId","start_zone_value_xT","end_zone_value_xT","xT","teamName","oppositionTeamName","shirtNo","name","position","isFirstEleven","prog_pass","prog_carry","pass_or_carry_angle","shortName","event_index","possession_id","possession_team","row_number"
138,79,8,57,26,57.435,68,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 212, 36, 38, 217)",TRUE,115726,70.665,53.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.95,2813639521,8,141,140,56,NA,212,213,NA,107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"79.0","67.3","Left",NA,"20.5","5.41",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-12 00:02:09",60324,"Anfield","Anthony Taylor","2 : 2",26,13,0.01473596,0.02401521,0.00927925,"Liverpool","Arsenal",26,"Andy Robertson","DL",TRUE,18.8722513397962,0,-47.1858008067756,"A. Robertson",138,10,"Liverpool",138
139,80,8,59,26,70.665,53.72,"FirstHalf","Pass","Unsuccessful",NA,NA,NA,"c(91, 120, 29, 139, 36, 38, 217, 218)",TRUE,352825,81.48,49.708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.98333333333333,2813639531,8,141,140,56,NA,212,213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73.1","77.6","Center",NA,"11.5","5.93",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-12 00:02:09",60324,"Anfield","Anthony Taylor","2 : 2",26,13,NA,NA,NA,"Liverpool","Arsenal",18,"Cody Gakpo","AML",TRUE,11.3120201433303,0,-20.3531540362062,"C. Gakpo",139,10,"Liverpool",139
140,67,8,59,13,31.29,15.436,"FirstHalf","Clearance","Successful",NA,NA,NA,"c(91, 94, 95, 216)",TRUE,361822,38.64,11.288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.98333333333333,2813639575,8,141,140,56,178,212,213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16.6","36.8","Back",NA,"8.4","5.77",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-12 00:02:09",60324,"Anfield","Anthony Taylor","2 : 2",26,13,NA,NA,NA,"Arsenal","Liverpool",2,"William Saliba","DC",TRUE,0,0,-29.4383725994794,"W. Saliba",140,11,"Arsenal",140
141,68,9,1,13,34.23,14.416,"FirstHalf","Foul","Successful",NA,NA,NA,"c(91, 63)",TRUE,238916,34.23,14.416,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.01666666666667,2813639581,9,NA,NA,56,NA,NA,NA,NA,NA,NA,285,233,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back",NA,NA,NA,NA,NA,NA,NA,"81",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-12 00:02:09",60324,"Anfield","Anthony Taylor","2 : 2",26,13,NA,NA,NA,"Arsenal","Liverpool",23,"Mikel Merino","MC",TRUE,0,0,0,"M. Merino",141,11,"Arsenal",141
142,81,9,1,26,70.77,53.584,"FirstHalf","Foul","Unsuccessful",NA,NA,NA,"64",FALSE,363884,70.77,53.584,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.01666666666667,2813639557,9,NA,NA,56,178,NA,NA,NA,NA,NA,NA,233,286,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Center",NA,NA,NA,NA,NA,NA,NA,"68",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-12 00:02:09",60324,"Anfield","Anthony Taylor","2 : 2",26,13,NA,NA,NA,"Liverpool","Arsenal",38,"Ryan Gravenberch","DMC",TRUE,0,0,0,"R. Gravenberch",142,11,"Arsenal",142
143,70,9,19,13,39.375,9.928,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 132, 35, 37, 215, 218)",TRUE,322036,25.305,22.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.31666666666667,2813639859,9,141,140,56,178,212,213,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"33.0","24.1","Back",NA,"18.8","2.41",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-12 00:02:09",60324,"Anfield","Anthony Taylor","2 : 2",26,13,0.01214719,0.01001304,-0.00213415,"Arsenal","Liverpool",4,"Ben White","DR",TRUE,-10.6283854078075,0,138.354330614933,"B. White",143,11,"Arsenal",143
144,71,9,23,13,25.305,22.44,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 35, 37, 215, 218)",TRUE,361822,23.835,41.276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.38333333333333,2813639893,9,141,140,56,178,212,213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"60.7","22.7","Back",NA,"18.9","1.65",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-12 00:02:09",60324,"Anfield","Anthony Taylor","2 : 2",26,13,0.01001304,0.01016549,0.000152449999999998,"Arsenal","Liverpool",2,"William Saliba","DC",TRUE,-0.961432174618778,0,94.4624350155121,"W. Saliba",144,11,"Arsenal",144
145,72,9,29,13,24.885,41.072,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 36, 38, 215, 218)",TRUE,276366,33.285,33.864,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.48333333333333,2813639979,9,141,140,56,178,212,213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"49.8","31.7","Back",NA,"11.1","5.57",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-12 00:02:09",60324,"Anfield","Anthony Taylor","2 : 2",26,13,0.01016549,0.01132376,0.00115827,"Arsenal","Liverpool",22,"David Raya","GK",TRUE,8.71139906303767,0,-40.6327363521488,"D. Raya",145,11,"Arsenal",145
146,72.5,9,30.5,13,33.285,33.864,"FirstHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,113994,32.235,41.888,NA,NA,NA,NA,NA,73,NA,NA,NA,NA,9.50833333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-12 00:02:09",60324,"Anfield","Anthony Taylor","2 : 2",26,13,0.01132376,0.01110462,-0.00021914,"Arsenal","Liverpool",19,"Leandro Trossard","FW",TRUE,0,-1.4761667640467,97.4552173634261,"L. Trossard",146,11,"Arsenal",146
147,73,9,32,13,32.235,41.888,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 35, 37, 215, 218)",TRUE,113994,28.455,52.496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.53333333333333,2813639995,9,141,140,56,178,212,213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"77.2","27.1","Back",NA,"11.3","1.91",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-12 00:02:09",60324,"Anfield","Anthony Taylor","2 : 2",26,13,0.01132376,0.0105949,-0.00072886,"Arsenal","Liverpool",19,"Leandro Trossard","FW",TRUE,-5.556650546462,0,109.612754765744,"L. Trossard",147,11,"Arsenal",147
148,74,9,33,13,28.245,52.972,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 36, 37, 215, 218)",TRUE,467918,32.34,63.172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.55,2813640069,9,141,140,56,178,212,213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"92.9","30.8","Back",NA,"11.0","1.19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-12 00:02:09",60324,"Anfield","Anthony Taylor","2 : 2",26,13,0.0105949,0.00977659,-0.000818310000000001,"Arsenal","Liverpool",49,"Myles Lewis-Skelly","DL",TRUE,0.767563720097542,0,68.1259907305143,"M. Lewis-Skelly",148,11,"Arsenal",148
149,75,9,37,13,32.025,61.608,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 35, 38, 215, 218)",TRUE,424462,27.195,49.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.61666666666667,2813640125,9,141,140,56,178,212,213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72.5","25.9","Back",NA,"13.2","4.34",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-12 00:02:09",60324,"Anfield","Anthony Taylor","2 : 2",26,13,0.00977659,0.01110462,0.00132803,"Arsenal","Liverpool",15,"Jakub Kiwior","DC",TRUE,-1.27230160077281,0,-111.426417182668,"J. Kiwior",149,11,"Arsenal",149
150,76,9,38,13,26.985,47.26,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 35, 38, 215, 218)",TRUE,467918,24.36,28.628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.63333333333333,2813640143,9,141,140,56,178,212,213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"42.1","23.2","Back",NA,"18.8","4.57",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-12 00:02:09",60324,"Anfield","Anthony Taylor","2 : 2",26,13,0.01110462,0.01016549,-0.000939130000000002,"Arsenal","Liverpool",49,"Myles Lewis-Skelly","DL",TRUE,-1.68487518519929,0,-98.0194288652824,"M. Lewis-Skelly",150,11,"Arsenal",150
151,77,9,41,13,24.045,28.016,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 36, 37, 215, 218)",TRUE,361822,29.19,33.388,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.68333333333333,2813640157,9,141,140,56,178,212,213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"49.1","27.8","Back",NA,"7.4","0.81",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-12 00:02:09",60324,"Anfield","Anthony Taylor","2 : 2",26,13,0.01016549,0.01132376,0.00115827,"Arsenal","Liverpool",2,"William Saliba","DC",TRUE,5.36338997030616,0,46.2364859537017,"W. Saliba",151,11,"Arsenal",151
152,78,9,43,13,29.19,33.388,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 36, 37, 215, 218)",TRUE,247454,33.6,40.052,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.71666666666667,2813640181,9,141,140,56,178,212,213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"58.9","32.0","Back",NA,"8.0","0.99",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-12 00:02:09",60324,"Anfield","Anthony Taylor","2 : 2",26,13,0.01132376,0.01132376,0,"Arsenal","Liverpool",8,"Martin Odegaard","MC",TRUE,4.1564397617711,0,56.5048153262588,"M. Odegaard",152,11,"Arsenal",152
