"index","eventId","minute","second","teamId","x","y","period","type","outcomeType","qualifiers.type.value","qualifiers.type.displayName","qualifiers.value","satisfiedEventsTypes","isTouch","playerId","endX","endY","blockedX","blockedY","goalMouthZ","goalMouthY","isShot","relatedEventId","relatedPlayerId","isGoal","cardType","isOwnGoal","cumulative_mins","id","expandedMinute","type_value_PassEndX","type_value_PassEndY","type_value_Angle","type_value_Zone","type_value_Length","type_value_StandingSave","type_value_Longball","type_value_Defensive","type_value_OppositeRelatedEvent","type_value_Offensive","type_value_Head","type_value_Chipped","type_value_ThrowIn","type_value_LeftFoot","type_value_Cross","type_value_OtherBodyPart","type_value_HeadPass","type_value_BlockedY","type_value_ThrowinSetPiece","type_value_Blocked","type_value_GoalMouthY","type_value_GoalMouthZ","type_value_BlockedX","type_value_BoxRight","type_value_LowCentre","type_value_OutfielderBlock","type_value_Foul","type_value_FreekickTaken","type_value_RegularPlay","type_value_BoxCentre","type_value_IntentionalAssist","type_value_ShotAssist","type_value_KeyPass","type_value_OutOfBoxCentre","type_value_RelatedEventId","type_value_Assisted","type_value_ParriedSafe","type_value_Hands","type_value_KeeperSaveObox","type_value_RightFoot","type_value_LayOff","type_value_IndividualPlay","type_value_LowLeft","type_value_Collected","type_value_KeeperThrow","type_value_GoalKick","type_value_BoxLeft","type_value_BigChanceCreated","type_value_IntentionalGoalAssist","type_value_FirstTouch","type_value_BigChance","type_value_MissHigh","type_value_FastBreak","type_value_DivingSave","type_value_KeeperSaveInTheBox","type_value_Throughball","type_value_BlockedCross","type_value_MissLeft","type_value_CornerTaken","type_value_LastMan","type_value_LeadingToAttempt","type_value_MissRight","type_value_FromCorner","type_value_LowRight","type_value_Feet","type_value_SixYardBlock","type_value_SmallBoxCentre","type_value_HighCentre","type_value_ParriedDanger","type_value_KeeperSaveInSixYard","type_value_Volley","type_value_Yellow","type_value_HighLeft","type_value_HighRight","type_value_JerseyNumber","type_value_PlayerPosition","type_value_FormationSlot","type_value_InvolvedPlayers","type_value_TeamPlayerFormation","type_value_CaptainPlayerId","type_value_TeamFormation","type_value_SmallBoxLeft","type_value_LeadingToGoal","type_value_HighClaim","type_value_OneOnOne","value_PassEndX","value_PassEndY","value_Angle","value_Zone","value_Length","value_StandingSave","value_Longball","value_Defensive","value_OppositeRelatedEvent","value_Offensive","value_Head","value_Chipped","value_ThrowIn","value_LeftFoot","value_Cross","value_OtherBodyPart","value_HeadPass","value_BlockedY","value_ThrowinSetPiece","value_Blocked","value_GoalMouthY","value_GoalMouthZ","value_BlockedX","value_BoxRight","value_LowCentre","value_OutfielderBlock","value_Foul","value_FreekickTaken","value_RegularPlay","value_BoxCentre","value_IntentionalAssist","value_ShotAssist","value_KeyPass","value_OutOfBoxCentre","value_RelatedEventId","value_Assisted","value_ParriedSafe","value_Hands","value_KeeperSaveObox","value_RightFoot","value_LayOff","value_IndividualPlay","value_LowLeft","value_Collected","value_KeeperThrow","value_GoalKick","value_BoxLeft","value_BigChanceCreated","value_IntentionalGoalAssist","value_FirstTouch","value_BigChance","value_MissHigh","value_FastBreak","value_DivingSave","value_KeeperSaveInTheBox","value_Throughball","value_BlockedCross","value_MissLeft","value_CornerTaken","value_LastMan","value_LeadingToAttempt","value_MissRight","value_FromCorner","value_LowRight","value_Feet","value_SixYardBlock","value_SmallBoxCentre","value_HighCentre","value_ParriedDanger","value_KeeperSaveInSixYard","value_Volley","value_Yellow","value_HighLeft","value_HighRight","value_JerseyNumber","value_PlayerPosition","value_FormationSlot","value_InvolvedPlayers","value_TeamPlayerFormation","value_CaptainPlayerId","value_TeamFormation","value_SmallBoxLeft","value_LeadingToGoal","value_HighClaim","value_OneOnOne","timeStamp","attendance","venueName","referee","ftScore","hteamId","ateamId","start_zone_value_xT","end_zone_value_xT","xT","teamName","oppositionTeamName","shirtNo","name","position","isFirstEleven","prog_pass","prog_carry","pass_or_carry_angle","shortName","event_index","possession_id","possession_team","row_number"
523,290,24,21,170,59.115,53.924,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 35, 38, 216, 218)",TRUE,396976,53.865,29.852,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.35,2812570069,24,140,141,213,56,212,178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"51.3","43.9","4.50","Center","24.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-11 00:56:31",27653,"Craven Cottage","Darren England","1 : 3",170,31,0.01611813,0.01689528,0.000777149999999997,"Fulham","Everton",3,"Calvin Bassey","DC",TRUE,-1.27897987708457,0,-102.303306439472,"C. Bassey",523,30,"Fulham",523
524,290.5,24,23,170,53.865,29.852,"FirstHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,231135,59.115,23.324,NA,NA,NA,NA,NA,291,NA,NA,NA,NA,24.3833333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-11 00:56:31",27653,"Craven Cottage","Darren England","1 : 3",170,31,0.01689528,0.01685596,-3.93199999999989e-05,"Fulham","Everton",5,"Joachim Andersen","DC",TRUE,0,4.19234748615889,-51.1927868218184,"J. Andersen",524,30,"Fulham",524
525,291,24,25,170,59.115,23.324,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 36, 38, 216, 218)",TRUE,231135,69.93,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.4166666666667,2812570131,24,140,141,213,56,212,178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66.6","5.0","5.21","Right","22.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-11 00:56:31",27653,"Craven Cottage","Darren England","1 : 3",170,31,0.01685596,0.02122129,0.00436533,"Fulham","Everton",5,"Joachim Andersen","DC",TRUE,0.567465702287699,0,-61.5063287277681,"J. Andersen",525,30,"Fulham",525
526,292,24,27,170,69.93,3.4,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 35, 37, 216, 218)",TRUE,243254,67.62,11.424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.45,2812570169,24,140,141,213,56,212,178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"64.4","16.8","1.85","Right","8.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-11 00:56:31",27653,"Craven Cottage","Darren England","1 : 3",170,31,0.02122129,0.01870347,-0.00251782,"Fulham","Everton",18,"Andreas Pereira","DMC",TRUE,2.87462479748839,0,106.060386947106,"A. Pereira",526,30,"Fulham",526
527,293,24,28,170,67.62,11.424,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 35, 38, 216, 218)",TRUE,145996,62.895,3.604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.4666666666667,2812570175,24,140,141,213,56,212,178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"59.9","5.3","4.17","Right","9.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-11 00:56:31",27653,"Craven Cottage","Darren England","1 : 3",170,31,0.01870347,0.0174506,-0.00125287,"Fulham","Everton",2,"Kenny Tete","DR",TRUE,-8.26169473470891,0,-121.141208871671,"K. Tete",527,30,"Fulham",527
528,293.5,24,29,170,62.895,3.604,"FirstHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,243254,61.845,6.868,NA,NA,NA,NA,NA,294,NA,NA,NA,NA,24.4833333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-11 00:56:31",27653,"Craven Cottage","Darren England","1 : 3",170,31,0.0174506,0.0174506,0,"Fulham","Everton",18,"Andreas Pereira","DMC",TRUE,0,0.954741984239703,107.832525084793,"A. Pereira",528,30,"Fulham",528
529,294,24,30,170,61.845,6.868,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 35, 37, 216, 218)",TRUE,243254,50.61,13.056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.5,2812570253,24,140,141,213,56,212,178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"48.2","19.2","2.64","Back","12.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-11 00:56:31",27653,"Craven Cottage","Darren England","1 : 3",170,31,0.0174506,0.0138454,-0.0036052,"Fulham","Everton",18,"Andreas Pereira","DMC",TRUE,-7.30765104423374,0,151.1549581144,"A. Pereira",529,30,"Fulham",529
530,294.5,24,31,170,50.61,13.056,"FirstHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,231135,46.725,13.6,NA,NA,NA,NA,NA,295,NA,NA,NA,NA,24.5166666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-11 00:56:31",27653,"Craven Cottage","Darren England","1 : 3",170,31,0.0138454,0.0138454,0,"Fulham","Everton",5,"Joachim Andersen","DC",TRUE,0,-3.45936453972892,172.028943166264,"J. Andersen",530,30,"Fulham",530
531,295,24,32,170,46.725,13.6,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 35, 37, 215, 218)",TRUE,231135,29.4,28.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.5333333333333,2812570355,24,140,141,213,56,212,178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"28.0","42.5","2.42","Back","23.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-11 00:56:31",27653,"Craven Cottage","Darren England","1 : 3",170,31,0.0138454,0.01132376,-0.00252164,"Fulham","Everton",5,"Joachim Andersen","DC",TRUE,-14.029334054917,0,138.55173335482,"J. Andersen",531,30,"Fulham",531
532,296,24,37,170,30.555,29.512,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 35, 38, 215, 218)",TRUE,92173,30.45,13.396,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.6166666666667,2812570401,24,140,141,213,56,212,178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"29.0","19.7","4.71","Back","16.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-11 00:56:31",27653,"Craven Cottage","Darren England","1 : 3",170,31,0.01132376,0.0105949,-0.00072886,"Fulham","Everton",1,"Bernd Leno","GK",TRUE,-2.76470030892763,0,-90.3732918668718,"B. Leno",532,30,"Fulham",532
533,297,24,39,170,31.71,12.784,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 36, 38, 216, 218)",TRUE,231135,43.89,3.128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.65,2812570439,24,140,141,213,56,212,178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"41.8","4.6","5.61","Back","15.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-11 00:56:31",27653,"Craven Cottage","Darren England","1 : 3",170,31,0.0105949,0.01248344,0.00188854,"Fulham","Everton",5,"Joachim Andersen","DC",TRUE,7.83362423386447,0,-38.406502732424,"J. Andersen",533,30,"Fulham",533
534,298,24,40,170,43.89,3.128,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 35, 37, 216, 218)",TRUE,145996,43.155,13.464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.6666666666667,2812570483,24,140,141,213,56,212,178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"41.1","19.8","1.64","Back","10.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-11 00:56:31",27653,"Craven Cottage","Darren England","1 : 3",170,31,0.01248344,0.0138454,0.00136196,"Fulham","Everton",2,"Kenny Tete","DR",TRUE,3.29999579021327,0,94.0674950535486,"K. Tete",534,30,"Fulham",534
535,299,24,42,170,43.47,11.832,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 36, 37, 216, 218)",TRUE,243254,59.22,20.196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.7,2812570539,24,140,141,213,56,212,178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"56.4","29.7","0.49","Center","17.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-11 00:56:31",27653,"Craven Cottage","Darren England","1 : 3",170,31,0.0138454,0.01685596,0.00301056,"Fulham","Everton",18,"Andreas Pereira","DMC",TRUE,17.5856530698533,0,27.9704303185473,"A. Pereira",535,30,"Fulham",535
536,299.5,24,43,170,59.22,20.196,"FirstHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,333044,62.16,19.244,NA,NA,NA,NA,NA,300,NA,NA,NA,NA,24.7166666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-11 00:56:31",27653,"Craven Cottage","Darren England","1 : 3",170,31,0.01685596,0.01935132,0.00249536,"Fulham","Everton",8,"Harry Wilson","AMR",TRUE,0,2.50578484435305,-17.9424470891586,"H. Wilson",536,30,"Fulham",536
537,300,24,44,170,62.16,19.244,"FirstHalf","Pass","Unsuccessful",NA,NA,NA,"c(91, 120, 124, 128, 36, 37, 217, 218)",TRUE,333044,80.22,45.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.7333333333333,2812570581,24,140,141,213,56,212,178,1,NA,NA,NA,NA,155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"76.4","67.5","0.98","Center","32.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-11 00:56:31",27653,"Craven Cottage","Darren England","1 : 3",170,31,NA,NA,NA,"Fulham","Everton",8,"Harry Wilson","AMR",TRUE,17.8208581810622,0,55.8815349665369,"H. Wilson",537,30,"Fulham",537
