"index","eventId","minute","second","teamId","x","y","period","type","outcomeType","qualifiers.type.value","qualifiers.type.displayName","qualifiers.value","satisfiedEventsTypes","isTouch","playerId","endX","endY","blockedX","blockedY","goalMouthZ","goalMouthY","isShot","relatedEventId","relatedPlayerId","isGoal","cardType","isOwnGoal","cumulative_mins","id","expandedMinute","type_value_Length","type_value_PassEndX","type_value_StandingSave","type_value_Angle","type_value_PassEndY","type_value_Zone","type_value_Cross","type_value_RightFoot","type_value_Chipped","type_value_Head","type_value_MissLeft","type_value_OppositeRelatedEvent","type_value_MissRight","type_value_CornerTaken","type_value_LeftFoot","type_value_Longball","type_value_HighClaim","type_value_KeeperThrow","type_value_HeadPass","type_value_LayOff","type_value_ThrowIn","type_value_Offensive","type_value_Defensive","type_value_BlockedCross","type_value_OtherBodyPart","type_value_Foul","type_value_FreekickTaken","type_value_GoalMouthY","type_value_BlockedX","type_value_GoalMouthZ","type_value_OutOfBoxCentre","type_value_RegularPlay","type_value_LowCentre","type_value_IndividualPlay","type_value_Blocked","type_value_BlockedY","type_value_OutfielderBlock","type_value_PlayerCaughtOffside","type_value_IndirectFreekickTaken","type_value_GoalKick","type_value_MissHigh","type_value_DirectFreekick","type_value_ShotAssist","type_value_KeyPass","type_value_BoxLeft","type_value_RelatedEventId","type_value_Assisted","type_value_FirstTouch","type_value_LowLeft","type_value_Hands","type_value_Collected","type_value_KeeperSaveObox","type_value_Yellow","type_value_LowRight","type_value_IntentionalAssist","type_value_BoxCentre","type_value_SetPiece","type_value_SmallBoxCentre","type_value_FromCorner","type_value_JerseyNumber","type_value_PlayerPosition","type_value_FormationSlot","type_value_TeamPlayerFormation","type_value_InvolvedPlayers","type_value_CaptainPlayerId","type_value_TeamFormation","type_value_Volley","type_value_DeepBoxRight","type_value_SixYardBlock","type_value_SavedOffline","type_value_LastMan","type_value_ParriedDanger","type_value_DivingSave","type_value_KeeperSaveInTheBox","type_value_FastBreak","type_value_AerialFoul","type_value_ParriedSafe","type_value_FromShotOffTarget","type_value_HighCentre","type_value_LeadingToAttempt","type_value_BoxRight","type_value_Throughball","value_Length","value_PassEndX","value_StandingSave","value_Angle","value_PassEndY","value_Zone","value_Cross","value_RightFoot","value_Chipped","value_Head","value_MissLeft","value_OppositeRelatedEvent","value_MissRight","value_CornerTaken","value_LeftFoot","value_Longball","value_HighClaim","value_KeeperThrow","value_HeadPass","value_LayOff","value_ThrowIn","value_Offensive","value_Defensive","value_BlockedCross","value_OtherBodyPart","value_Foul","value_FreekickTaken","value_GoalMouthY","value_BlockedX","value_GoalMouthZ","value_OutOfBoxCentre","value_RegularPlay","value_LowCentre","value_IndividualPlay","value_Blocked","value_BlockedY","value_OutfielderBlock","value_PlayerCaughtOffside","value_IndirectFreekickTaken","value_GoalKick","value_MissHigh","value_DirectFreekick","value_ShotAssist","value_KeyPass","value_BoxLeft","value_RelatedEventId","value_Assisted","value_FirstTouch","value_LowLeft","value_Hands","value_Collected","value_KeeperSaveObox","value_Yellow","value_LowRight","value_IntentionalAssist","value_BoxCentre","value_SetPiece","value_SmallBoxCentre","value_FromCorner","value_JerseyNumber","value_PlayerPosition","value_FormationSlot","value_TeamPlayerFormation","value_InvolvedPlayers","value_CaptainPlayerId","value_TeamFormation","value_Volley","value_DeepBoxRight","value_SixYardBlock","value_SavedOffline","value_LastMan","value_ParriedDanger","value_DivingSave","value_KeeperSaveInTheBox","value_FastBreak","value_AerialFoul","value_ParriedSafe","value_FromShotOffTarget","value_HighCentre","value_LeadingToAttempt","value_BoxRight","value_Throughball","timeStamp","attendance","venueName","referee","ftScore","hteamId","ateamId","start_zone_value_xT","end_zone_value_xT","xT","teamName","oppositionTeamName","shirtNo","name","position","isFirstEleven","prog_pass","prog_carry","pass_or_carry_angle","shortName","event_index","possession_id","possession_team","row_number"
445,640,19,57,18,30.765,54.876,"FirstHalf","Aerial","Successful",NA,NA,NA,"c(197, 200)",FALSE,389158,30.765,54.876,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.95,2812828227,19,NA,NA,NA,NA,NA,56,NA,NA,NA,NA,NA,233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back",NA,NA,NA,NA,NA,"999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-10 23:28:45",30937,"St. Mary's Stadium","Tim Robinson","0 : 0",18,167,NA,NA,NA,"Southampton","Man City",34,"Welington","DML",TRUE,0,0,0,"Welington",445,22,"Southampton",445
446,999,19,57,167,74.235,13.124,"FirstHalf","Aerial","Unsuccessful",NA,NA,NA,"198:199",FALSE,444791,74.235,13.124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.95,2812828225,19,NA,NA,NA,NA,NA,56,NA,NA,NA,NA,NA,233,NA,NA,NA,NA,NA,NA,NA,NA,NA,286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Right",NA,NA,NA,NA,NA,"640",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-10 23:28:45",30937,"St. Mary's Stadium","Tim Robinson","0 : 0",18,167,NA,NA,NA,"Man City","Southampton",82,"Rico Lewis","DR",TRUE,0,0,0,"R. Lewis",446,22,"Southampton",446
447,134,19,58,18,28.56,57.392,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 139, 36, 37, 215, 218)",TRUE,389158,34.545,57.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.9666666666667,2812563033,19,212,140,NA,213,141,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6.0","32.9",NA,"0.07","85.0","Back",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-10 23:28:45",30937,"St. Mary's Stadium","Tim Robinson","0 : 0",18,167,0.0105949,0.00977659,-0.000818310000000001,"Southampton","Man City",34,"Welington","DML",TRUE,5.57279419689479,0,3.89984404197463,"Welington",447,22,"Southampton",447
448,135,19,59,18,33.39,57.868,"FirstHalf","BallTouch","Successful",NA,NA,NA,"91",TRUE,447231,33.39,57.868,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.9833333333333,2812563043,19,NA,NA,178,NA,NA,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-10 23:28:45",30937,"St. Mary's Stadium","Tim Robinson","0 : 0",18,167,NA,NA,NA,"Southampton","Man City",18,"Mateus Fernandes","AMC",TRUE,0,0,0,"M. Fernandes",448,22,"Southampton",448
449,136,20,1,18,28.56,53.04,"FirstHalf","Foul","Successful",NA,NA,NA,"c(91, 63)",TRUE,404616,28.56,53.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.0166666666667,2812563111,20,NA,NA,NA,NA,NA,56,NA,NA,NA,NA,NA,233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,285,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back",NA,NA,NA,NA,NA,"258",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-10 23:28:45",30937,"St. Mary's Stadium","Tim Robinson","0 : 0",18,167,NA,NA,NA,"Southampton","Man City",26,"Lesley Ugochukwu","MC",TRUE,0,0,0,"L. Ugochukwu",449,22,"Southampton",449
450,258,20,1,167,76.44,14.96,"FirstHalf","Foul","Unsuccessful",NA,NA,NA,"64",FALSE,425576,76.44,14.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.0166666666667,2812563119,20,NA,NA,178,NA,NA,56,NA,NA,NA,NA,NA,233,NA,NA,NA,NA,NA,NA,NA,NA,NA,286,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Center",NA,NA,NA,NA,NA,"136",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-10 23:28:45",30937,"St. Mary's Stadium","Tim Robinson","0 : 0",18,167,NA,NA,NA,"Man City","Southampton",87,"James McAtee","AMR",TRUE,0,0,0,"J. McAtee",450,22,"Southampton",450
451,137,20,44,18,24.99,52.972,"FirstHalf","Pass","Unsuccessful",NA,NA,NA,"c(91, 120, 128, 133, 36, 38, 217, 218)",TRUE,316858,79.485,15.436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.7333333333333,2812564249,20,212,140,178,213,141,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66.2","75.7",NA,"5.68","22.7","Center",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-10 23:28:45",30937,"St. Mary's Stadium","Tim Robinson","0 : 0",18,167,NA,NA,NA,"Southampton","Man City",30,"Aaron Ramsdale","GK",TRUE,50.6748436997868,0,-34.5589594002685,"A. Ramsdale",451,22,"Southampton",451
452,259,20,48,167,26.565,54.128,"FirstHalf","Pass","Unsuccessful",NA,NA,NA,"c(91, 118, 120, 29, 139, 36, 37, 216, 218)",TRUE,297390,42.315,61.404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.8,2812564271,20,212,140,NA,213,141,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"17.3","40.3",NA,"0.43","90.3","Back",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-10 23:28:45",30937,"St. Mary's Stadium","Tim Robinson","0 : 0",18,167,NA,NA,NA,"Man City","Southampton",25,"Manuel Akanji","DC",TRUE,12.5630864621904,0,24.795438099432,"M. Akanji",452,22,"Southampton",452
453,138,20,51,18,64.155,7.616,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 35, 37, 216, 218)",TRUE,337428,58.065,10.812,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.85,2812564339,20,212,140,178,213,141,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6.9","55.3",NA,"2.66","15.9","Right",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-10 23:28:45",30937,"St. Mary's Stadium","Tim Robinson","0 : 0",18,167,0.0174506,0.01611813,-0.00133247,"Southampton","Man City",4,"Flynn Downes","MC",TRUE,-3.72512642087793,0,152.309747151493,"F. Downes",453,22,"Southampton",453
454,139,20,52,18,58.065,10.812,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 205, 36, 37, 217, 218)",TRUE,384061,70.035,11.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.8666666666667,2812564375,20,212,140,178,213,141,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12.0","66.7",NA,"0.06","17.0","Right",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-10 23:28:45",30937,"St. Mary's Stadium","Tim Robinson","0 : 0",18,167,0.01611813,0.02401521,0.00789708,"Southampton","Man City",6,"Taylor Harwood-Bellis","DC",TRUE,10.8041082511837,0,3.57573837587621,"T. Harwood-Bellis",454,22,"Southampton",454
455,140,20,54,18,70.455,11.56,"FirstHalf","Pass","Unsuccessful",NA,NA,NA,"c(91, 120, 29, 35, 38, 216, 218)",TRUE,438067,69.195,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.9,2812564393,20,212,140,178,213,141,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"13.0","65.9",NA,"4.62","0.0","Right",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-10 23:28:45",30937,"St. Mary's Stadium","Tim Robinson","0 : 0",18,167,NA,NA,NA,"Southampton","Man City",33,"Tyler Dibling","AMC",TRUE,-8.18251253781352,0,-96.2204856381002,"T. Dibling",455,22,"Southampton",455
456,261,20,59,167,34.755,68,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 212, 35, 38, 215)",TRUE,402664,23.94,60.724,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.9833333333333,2812564557,20,212,140,NA,213,141,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"13.8","22.8",NA,"3.82","89.3","Back",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-10 23:28:45",30937,"St. Mary's Stadium","Tim Robinson","0 : 0",18,167,0.01126267,0.00844854,-0.00281413,"Man City","Southampton",24,"Josko Gvardiol","DL",TRUE,-7.31084215704338,0,-146.068544784943,"J. Gvardiol",456,23,"Man City",456
457,261.5,21,0.5,167,23.94,60.724,"FirstHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,297390,24.15,56.236,NA,NA,NA,NA,NA,262,NA,NA,NA,NA,21.0083333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-10 23:28:45",30937,"St. Mary's Stadium","Tim Robinson","0 : 0",18,167,0.00844854,0.00942382,0.00097528,"Man City","Southampton",25,"Manuel Akanji","DC",TRUE,0,1.49957530616304,-87.3210017777618,"M. Akanji",457,23,"Man City",457
458,262,21,2,167,24.15,56.236,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 36, 38, 215, 218)",TRUE,297390,30.66,33.932,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.0333333333333,2812564607,21,212,140,178,213,141,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"23.2","29.2",NA,"5.00","49.9","Back",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-10 23:28:45",30937,"St. Mary's Stadium","Tim Robinson","0 : 0",18,167,0.00942382,0.01132376,0.00189994,"Man City","Southampton",25,"Manuel Akanji","DC",TRUE,9.51199449236381,0,-73.7287477743158,"M. Akanji",458,23,"Man City",458
459,263,21,4,167,30.66,33.932,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 35, 38, 215, 218)",TRUE,136741,29.295,28.968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.0666666666667,2812564655,21,212,140,178,213,141,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5.1","27.9",NA,"4.44","42.6","Back",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-10 23:28:45",30937,"St. Mary's Stadium","Tim Robinson","0 : 0",18,167,0.01132376,0.01132376,0,"Man City","Southampton",20,"Bernardo Silva","DMC",TRUE,-1.53201941234555,0,-105.375178168559,"B. Silva",459,23,"Man City",459
460,264,21,5,167,29.61,28.9,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 36, 38, 216, 218)",TRUE,313171,49.98,6.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.0833333333333,2812564813,21,212,140,178,213,141,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30.6","47.6",NA,"5.44","9.0","Back",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-10 23:28:45",30937,"St. Mary's Stadium","Tim Robinson","0 : 0",18,167,0.01132376,0.01248344,0.00115968,"Man City","Southampton",3,"Ruben Dias","DC",TRUE,13.8817191818182,0,-48.1967443282625,"R. Dias",460,23,"Man City",460
