"index","eventId","minute","second","teamId","x","y","period","type","outcomeType","qualifiers.type.value","qualifiers.type.displayName","qualifiers.value","satisfiedEventsTypes","isTouch","playerId","endX","endY","blockedX","blockedY","goalMouthZ","goalMouthY","isShot","relatedEventId","relatedPlayerId","isGoal","cardType","isOwnGoal","cumulative_mins","id","expandedMinute","type_value_PassEndY","type_value_PassEndX","type_value_StandingSave","type_value_Angle","type_value_Zone","type_value_Length","type_value_Longball","type_value_KeeperThrow","type_value_LayOff","type_value_Defensive","type_value_OppositeRelatedEvent","type_value_Offensive","type_value_MissLeft","type_value_RightFoot","type_value_CornerTaken","type_value_Cross","type_value_Chipped","type_value_OtherBodyPart","type_value_ShotAssist","type_value_KeyPass","type_value_BlockedY","type_value_GoalMouthY","type_value_GoalMouthZ","type_value_LowRight","type_value_RelatedEventId","type_value_Blocked","type_value_BoxLeft","type_value_RegularPlay","type_value_BlockedX","type_value_IndividualPlay","type_value_Assisted","type_value_OutfielderBlock","type_value_Foul","type_value_FreekickTaken","type_value_HeadPass","type_value_ThrowIn","type_value_LowCentre","type_value_LeftFoot","type_value_IntentionalAssist","type_value_BigChanceCreated","type_value_BigChance","type_value_SmallBoxRight","type_value_FirstTouch","type_value_Head","type_value_FromCorner","type_value_GoalKick","type_value_BoxCentre","type_value_LowLeft","type_value_OutOfBoxCentre","type_value_ParriedDanger","type_value_Hands","type_value_DivingSave","type_value_KeeperSaveObox","type_value_KeeperSaveInTheBox","type_value_BlockedCross","type_value_PlayerCaughtOffside","type_value_IndirectFreekickTaken","type_value_LeadingToAttempt","type_value_BoxRight","type_value_MissHigh","type_value_HighRight","type_value_Collected","type_value_Feet","type_value_ParriedSafe","type_value_HighClaim","type_value_Throughball","type_value_HighLeft","type_value_MissRight","type_value_Volley","type_value_IntentionalGoalAssist","type_value_SetPiece","type_value_OverRun","type_value_Yellow","type_value_JerseyNumber","type_value_PlayerPosition","type_value_FormationSlot","type_value_CaptainPlayerId","type_value_TeamFormation","type_value_InvolvedPlayers","type_value_TeamPlayerFormation","type_value_OutOfBoxRight","type_value_HighCentre","value_PassEndY","value_PassEndX","value_StandingSave","value_Angle","value_Zone","value_Length","value_Longball","value_KeeperThrow","value_LayOff","value_Defensive","value_OppositeRelatedEvent","value_Offensive","value_MissLeft","value_RightFoot","value_CornerTaken","value_Cross","value_Chipped","value_OtherBodyPart","value_ShotAssist","value_KeyPass","value_BlockedY","value_GoalMouthY","value_GoalMouthZ","value_LowRight","value_RelatedEventId","value_Blocked","value_BoxLeft","value_RegularPlay","value_BlockedX","value_IndividualPlay","value_Assisted","value_OutfielderBlock","value_Foul","value_FreekickTaken","value_HeadPass","value_ThrowIn","value_LowCentre","value_LeftFoot","value_IntentionalAssist","value_BigChanceCreated","value_BigChance","value_SmallBoxRight","value_FirstTouch","value_Head","value_FromCorner","value_GoalKick","value_BoxCentre","value_LowLeft","value_OutOfBoxCentre","value_ParriedDanger","value_Hands","value_DivingSave","value_KeeperSaveObox","value_KeeperSaveInTheBox","value_BlockedCross","value_PlayerCaughtOffside","value_IndirectFreekickTaken","value_LeadingToAttempt","value_BoxRight","value_MissHigh","value_HighRight","value_Collected","value_Feet","value_ParriedSafe","value_HighClaim","value_Throughball","value_HighLeft","value_MissRight","value_Volley","value_IntentionalGoalAssist","value_SetPiece","value_OverRun","value_Yellow","value_JerseyNumber","value_PlayerPosition","value_FormationSlot","value_CaptainPlayerId","value_TeamFormation","value_InvolvedPlayers","value_TeamPlayerFormation","value_OutOfBoxRight","value_HighCentre","timeStamp","attendance","venueName","referee","ftScore","hteamId","ateamId","start_zone_value_xT","end_zone_value_xT","xT","teamName","oppositionTeamName","shirtNo","name","position","isFirstEleven","prog_pass","prog_carry","pass_or_carry_angle","shortName","event_index","possession_id","possession_team","row_number"
568,219,26,17,64,95.025,17.476,"FirstHalf","SavedShot","Successful",NA,NA,NA,"c(91, 9, 10, 1, 3, 12)",TRUE,372331,95.025,17.476,98.4,44.8,7.6,34,TRUE,NA,NA,NA,NA,NA,26.2833333333333,2786202401,26,NA,NA,178,NA,56,NA,NA,NA,NA,NA,233,NA,NA,20,NA,NA,NA,NA,NA,NA,147,102,103,NA,NA,NA,NA,22,146,215,NA,NA,NA,NA,NA,NA,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Center",NA,NA,NA,NA,NA,"294",NA,NA,NA,NA,NA,NA,NA,NA,NA,"44.8","50.0","7.6",NA,NA,NA,NA,NA,"98.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-03-10 10:54:26",74170,"Santiago Bernabéu","Francisco José Hernández Maeso","2 : 1",52,64,NA,NA,NA,"Rayo Vallecano","Real Madrid",2,"Andrei Ratiu","DR",TRUE,0,0,0,"A. Ratiu",568,28,"Real Madrid",568
569,294,26,17,52,2.1,37.74,"FirstHalf","Save","Successful",NA,NA,NA,"c(91, 108, 113, 112, 83, 77, 79, 81)",TRUE,345031,2.1,37.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.2833333333333,2786202407,26,NA,NA,NA,NA,56,NA,NA,NA,NA,NA,233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,174,182,179,NA,11115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back",NA,NA,NA,NA,NA,"219",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-03-10 10:54:26",74170,"Santiago Bernabéu","Francisco José Hernández Maeso","2 : 1",52,64,NA,NA,NA,"Real Madrid","Rayo Vallecano",13,"Andrii Lunin","GK",TRUE,0,0,0,"A. Lunin",569,28,"Real Madrid",569
570,220,26,19,64,90.09,29.784,"FirstHalf","SavedShot","Successful",NA,NA,NA,"c(91, 10, 1, 3, 11, 12)",TRUE,294123,90.09,29.784,93.2,47.8,19,34.272,TRUE,NA,NA,NA,NA,NA,26.3166666666667,2786202429,26,NA,NA,178,NA,56,NA,NA,NA,NA,NA,233,NA,NA,20,NA,NA,NA,NA,NA,NA,147,102,103,NA,NA,82,NA,22,146,NA,NA,NA,NA,NA,NA,NA,78,NA,NA,NA,NA,NA,328,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Center",NA,NA,NA,NA,NA,"295",NA,NA,NA,NA,NA,NA,NA,NA,NA,"47.8","50.4","19",NA,NA,NA,NA,NA,"93.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-03-10 10:54:26",74170,"Santiago Bernabéu","Francisco José Hernández Maeso","2 : 1",52,64,NA,NA,NA,"Rayo Vallecano","Real Madrid",15,"Gerard Gumbau","DMC",TRUE,0,0,0,"G. Gumbau",570,28,"Real Madrid",570
571,295,26,19,52,7.665,36.72,"FirstHalf","Save","Successful",NA,NA,NA,"c(91, 58)",TRUE,534899,7.665,36.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.3166666666667,2786202447,26,NA,NA,178,NA,56,NA,NA,NA,NA,NA,233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back",NA,NA,NA,NA,NA,"220",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-03-10 10:54:26",74170,"Santiago Bernabéu","Francisco José Hernández Maeso","2 : 1",52,64,NA,NA,NA,"Real Madrid","Rayo Vallecano",35,"Raul Asencio","DC",TRUE,0,0,0,"R. Asencio",571,28,"Real Madrid",571
572,221,26,21,64,93.24,32.232,"FirstHalf","CornerAwarded","Successful",NA,NA,NA,"122",FALSE,294123,93.24,32.232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.35,2786202437,26,NA,NA,NA,NA,56,NA,NA,NA,NA,NA,233,NA,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Center",NA,NA,NA,NA,NA,"296",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-03-10 10:54:26",74170,"Santiago Bernabéu","Francisco José Hernández Maeso","2 : 1",52,64,NA,NA,NA,"Rayo Vallecano","Real Madrid",15,"Gerard Gumbau","DMC",TRUE,0,0,0,"G. Gumbau",572,28,"Real Madrid",572
573,296,26,21,52,11.76,35.768,"FirstHalf","CornerAwarded","Unsuccessful",NA,NA,NA,"122",FALSE,534899,11.76,35.768,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.35,2786202457,26,NA,NA,NA,NA,56,NA,NA,NA,NA,NA,233,NA,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back",NA,NA,NA,NA,NA,"221",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-03-10 10:54:26",74170,"Santiago Bernabéu","Francisco José Hernández Maeso","2 : 1",52,64,NA,NA,NA,"Real Madrid","Rayo Vallecano",35,"Raul Asencio","DC",TRUE,0,0,0,"R. Asencio",573,28,"Real Madrid",573
574,222,26,49,64,104.79,67.66,"FirstHalf","Pass","Unsuccessful",NA,NA,NA,"c(91, 137, 124, 126, 31, 33, 34, 36, 38, 217, 218)",TRUE,448514,105,17.136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.8166666666667,2786202873,26,141,140,178,213,56,212,1,NA,NA,NA,NA,NA,NA,20,6,2,155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"25.2","100.0",NA,"4.73","Center","50.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-03-10 10:54:26",74170,"Santiago Bernabéu","Francisco José Hernández Maeso","2 : 1",52,64,NA,NA,NA,"Rayo Vallecano","Real Madrid",4,"Pedro Diaz","AMC",TRUE,16.7966550738396,0,-89.7618548727428,"P. Diaz",574,29,"Rayo Vallecano",574
575,299,27,12,52,4.725,37.128,"FirstHalf","Pass","Unsuccessful",NA,NA,NA,"c(91, 120, 128, 36, 37, 216, 218)",TRUE,345031,64.785,57.936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.2,2786203237,27,141,140,NA,213,56,212,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"85.2","61.7",NA,"0.33","Left","63.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-03-10 10:54:26",74170,"Santiago Bernabéu","Francisco José Hernández Maeso","2 : 1",52,64,NA,NA,NA,"Real Madrid","Rayo Vallecano",13,"Andrii Lunin","GK",TRUE,53.524434859177,0,19.1088247621071,"A. Lunin",575,29,"Rayo Vallecano",575
576,224,27,15,64,42.84,8.704,"FirstHalf","BallTouch","Successful",NA,NA,NA,"91",TRUE,80758,42.84,8.704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.25,2786203253,27,NA,NA,178,NA,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-03-10 10:54:26",74170,"Santiago Bernabéu","Francisco José Hernández Maeso","2 : 1",52,64,NA,NA,NA,"Rayo Vallecano","Real Madrid",24,"Florian Lejeune","DC",TRUE,0,0,0,"F. Lejeune",576,29,"Rayo Vallecano",576
577,226,27,18,64,56.595,2.992,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 124, 35, 37, 216, 218)",TRUE,372331,42.63,7.412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.3,2786203325,27,141,140,178,213,56,212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10.9","40.6",NA,"2.84","Back","14.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-03-10 10:54:26",74170,"Santiago Bernabéu","Francisco José Hernández Maeso","2 : 1",52,64,0.01473596,0.01126267,-0.00347329,"Rayo Vallecano","Real Madrid",2,"Andrei Ratiu","DR",TRUE,-10.3155981734689,0,162.437131608907,"A. Ratiu",577,29,"Rayo Vallecano",577
578,226.5,27,21.5,64,42.63,7.412,"FirstHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,80758,38.115,9.316,NA,NA,NA,NA,NA,227,NA,NA,NA,NA,27.3583333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-03-10 10:54:26",74170,"Santiago Bernabéu","Francisco José Hernández Maeso","2 : 1",52,64,0.01126267,0.01214719,0.00088452,"Rayo Vallecano","Real Madrid",24,"Florian Lejeune","DC",TRUE,0,-3.49375396114941,157.13458321456,"F. Lejeune",578,29,"Rayo Vallecano",578
579,227,27,25,64,38.115,9.316,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 36, 37, 216, 218)",TRUE,80758,43.47,14.552,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.4166666666667,2786203359,27,141,140,178,213,56,212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21.4","41.4",NA,"0.77","Back","7.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-03-10 10:54:26",74170,"Santiago Bernabéu","Francisco José Hernández Maeso","2 : 1",52,64,0.01214719,0.0138454,0.00169821,"Rayo Vallecano","Real Madrid",24,"Florian Lejeune","DC",TRUE,6.76413503977528,0,44.3562542858246,"F. Lejeune",579,29,"Rayo Vallecano",579
580,228,27,26,64,43.68,14.824,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 35, 38, 215, 218)",TRUE,422963,34.02,10.064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.4333333333333,2786203367,27,141,140,178,213,56,212,NA,NA,156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"14.8","32.4",NA,"3.60","Back","10.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-03-10 10:54:26",74170,"Santiago Bernabéu","Francisco José Hernández Maeso","2 : 1",52,64,0.0138454,0.0105949,-0.0032505,"Rayo Vallecano","Real Madrid",6,"Pathe Ciss","DMC",TRUE,-10.658791112855,0,-153.768060066843,"P. Ciss",580,29,"Rayo Vallecano",580
581,229,27,27,64,34.02,10.064,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 36, 37, 216, 218)",TRUE,80758,40.95,20.264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.45,2786203435,27,141,140,178,213,56,212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"29.8","39.0",NA,"0.97","Back","12.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-03-10 10:54:26",74170,"Santiago Bernabéu","Francisco José Hernández Maeso","2 : 1",52,64,0.0105949,0.01269174,0.00209684,"Rayo Vallecano","Real Madrid",24,"Florian Lejeune","DC",TRUE,9.40088885898227,0,55.8073508072992,"F. Lejeune",581,29,"Rayo Vallecano",581
582,229.5,27,29,64,40.95,20.264,"FirstHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,294123,44.625,25.364,NA,NA,NA,NA,NA,230,NA,NA,NA,NA,27.4833333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-03-10 10:54:26",74170,"Santiago Bernabéu","Francisco José Hernández Maeso","2 : 1",52,64,0.01269174,0.01484598,0.00215424,"Rayo Vallecano","Real Madrid",15,"Gerard Gumbau","DMC",TRUE,0,4.5168205831003,54.2239222821054,"G. Gumbau",582,29,"Rayo Vallecano",582
583,230,27,31,64,44.625,25.364,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 36, 37, 216, 218)",TRUE,294123,65.205,43.588,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.5166666666667,2786203477,27,141,140,178,213,56,212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"64.1","62.1",NA,"0.72","Center","27.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-03-10 10:54:26",74170,"Santiago Bernabéu","Francisco José Hernández Maeso","2 : 1",52,64,0.01429128,0.01935132,0.00506004,"Rayo Vallecano","Real Madrid",15,"Gerard Gumbau","DMC",TRUE,20.0557679509392,0,41.5255295844619,"G. Gumbau",583,29,"Rayo Vallecano",583
