"index","eventId","minute","second","teamId","x","y","period","type","outcomeType","qualifiers.type.value","qualifiers.type.displayName","qualifiers.value","satisfiedEventsTypes","isTouch","playerId","endX","endY","blockedX","blockedY","goalMouthZ","goalMouthY","isShot","relatedEventId","relatedPlayerId","isGoal","cardType","isOwnGoal","cumulative_mins","id","expandedMinute","type_value_PassEndX","type_value_Zone","type_value_Angle","type_value_StandingSave","type_value_Length","type_value_PassEndY","type_value_Longball","type_value_RightFoot","type_value_Cross","type_value_RegularPlay","type_value_FirstTouch","type_value_SmallBoxCentre","type_value_BigChance","type_value_GoalMouthZ","type_value_LowRight","type_value_GoalMouthY","type_value_HeadPass","type_value_Chipped","type_value_Offensive","type_value_OppositeRelatedEvent","type_value_Defensive","type_value_Foul","type_value_FreekickTaken","type_value_MissLeft","type_value_CornerTaken","type_value_Head","type_value_KeeperThrow","type_value_ShotAssist","type_value_KeyPass","type_value_LowCentre","type_value_Assisted","type_value_IndividualPlay","type_value_RelatedEventId","type_value_BlockedX","type_value_BlockedY","type_value_Blocked","type_value_BoxLeft","type_value_OutfielderBlock","type_value_ThrowIn","type_value_LayOff","type_value_LeftFoot","type_value_OtherBodyPart","type_value_OutOfBoxCentre","type_value_MissRight","type_value_GoalKick","type_value_ParriedSafe","type_value_DivingSave","type_value_Hands","type_value_KeeperSaveInTheBox","type_value_FromCorner","type_value_Collected","type_value_KeeperSaveObox","type_value_OverRun","type_value_MissHigh","type_value_BlockedCross","type_value_IntentionalAssist","type_value_BoxCentre","type_value_Yellow","type_value_DeepBoxRight","type_value_DeepBoxLeft","type_value_HighClaim","type_value_LastMan","type_value_SetPiece","type_value_PlayerPosition","type_value_JerseyNumber","type_value_FormationSlot","type_value_CaptainPlayerId","type_value_InvolvedPlayers","type_value_TeamFormation","type_value_TeamPlayerFormation","type_value_Penalty","type_value_KeeperWentWide","type_value_BoxRight","type_value_HighRight","type_value_LeadingToAttempt","type_value_LowLeft","type_value_PlayerCaughtOffside","type_value_IndirectFreekickTaken","type_value_HighCentre","type_value_Throughball","type_value_BigChanceCreated","type_value_SmallBoxLeft","type_value_Volley","type_value_KeeperMissed","type_value_PenaltyShootoutConcededGK","type_value_KeeperSaved","value_PassEndX","value_Zone","value_Angle","value_StandingSave","value_Length","value_PassEndY","value_Longball","value_RightFoot","value_Cross","value_RegularPlay","value_FirstTouch","value_SmallBoxCentre","value_BigChance","value_GoalMouthZ","value_LowRight","value_GoalMouthY","value_HeadPass","value_Chipped","value_Offensive","value_OppositeRelatedEvent","value_Defensive","value_Foul","value_FreekickTaken","value_MissLeft","value_CornerTaken","value_Head","value_KeeperThrow","value_ShotAssist","value_KeyPass","value_LowCentre","value_Assisted","value_IndividualPlay","value_RelatedEventId","value_BlockedX","value_BlockedY","value_Blocked","value_BoxLeft","value_OutfielderBlock","value_ThrowIn","value_LayOff","value_LeftFoot","value_OtherBodyPart","value_OutOfBoxCentre","value_MissRight","value_GoalKick","value_ParriedSafe","value_DivingSave","value_Hands","value_KeeperSaveInTheBox","value_FromCorner","value_Collected","value_KeeperSaveObox","value_OverRun","value_MissHigh","value_BlockedCross","value_IntentionalAssist","value_BoxCentre","value_Yellow","value_DeepBoxRight","value_DeepBoxLeft","value_HighClaim","value_LastMan","value_SetPiece","value_PlayerPosition","value_JerseyNumber","value_FormationSlot","value_CaptainPlayerId","value_InvolvedPlayers","value_TeamFormation","value_TeamPlayerFormation","value_Penalty","value_KeeperWentWide","value_BoxRight","value_HighRight","value_LeadingToAttempt","value_LowLeft","value_PlayerCaughtOffside","value_IndirectFreekickTaken","value_HighCentre","value_Throughball","value_BigChanceCreated","value_SmallBoxLeft","value_Volley","value_KeeperMissed","value_PenaltyShootoutConcededGK","value_KeeperSaved","timeStamp","attendance","venueName","referee","ftScore","hteamId","ateamId","start_zone_value_xT","end_zone_value_xT","xT","teamName","oppositionTeamName","shirtNo","name","position","isFirstEleven","prog_pass","prog_carry","pass_or_carry_angle","shortName","event_index","possession_id","possession_team","row_number"
645,309,25,48,52,31.185,21.828,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 35, 38, 215, 218)",TRUE,379868,24.885,14.144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.8,2787442405,25,140,56,213,178,212,141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"23.7","Back","4.03",NA,"9.9","20.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-03-14 16:25:09",69304,"Riyadh Air Metropolitano","Szymon Marciniak","1 : 0",63,52,0.01110462,0.00942382,-0.0016808,"Real Madrid","Atletico",5,"Jude Bellingham","ML",TRUE,-7.72708120917008,0,-129.347828868608,"J. Bellingham",645,28,"Real Madrid",645
646,310,25,52,52,25.935,13.396,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 36, 37, 215, 218)",TRUE,20874,29.61,29.036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.8666666666667,2787442429,25,140,56,213,178,212,141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"28.2","Back","1.34",NA,"16.1","42.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-03-14 16:25:09",69304,"Riyadh Air Metropolitano","Szymon Marciniak","1 : 0",63,52,0.0105949,0.01132376,0.00072886,"Real Madrid","Atletico",10,"Luka Modric","MC",TRUE,6.15231435150918,0,76.7768374912909,"L. Modric",646,28,"Real Madrid",646
647,310.5,25,54.5,52,29.61,29.036,"FirstHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,353423,36.54,36.176,NA,NA,NA,NA,NA,311,NA,NA,NA,NA,25.9083333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-03-14 16:25:09",69304,"Riyadh Air Metropolitano","Szymon Marciniak","1 : 0",63,52,0.01132376,0.01262646,0.0013027,"Real Madrid","Atletico",14,"Aurelien Tchouameni","MC",TRUE,0,7.05867541301289,45.8550973962667,"A. Tchouameni",647,28,"Real Madrid",647
648,311,25,57,52,36.54,36.176,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 35, 37, 215, 218)",TRUE,353423,34.86,53.108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.95,2787442449,25,140,56,213,178,212,141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"33.2","Back","1.67",NA,"17.0","78.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-03-14 16:25:09",69304,"Riyadh Air Metropolitano","Szymon Marciniak","1 : 0",63,52,0.01262646,0.01214719,-0.00047927,"Real Madrid","Atletico",14,"Aurelien Tchouameni","MC",TRUE,-4.20161132667789,0,95.6663648252568,"A. Tchouameni",648,28,"Real Madrid",648
649,311.5,25,59.5,52,34.86,53.108,"FirstHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,104010,46.41,50.32,NA,NA,NA,NA,NA,312,NA,NA,NA,NA,25.9916666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-03-14 16:25:09",69304,"Riyadh Air Metropolitano","Szymon Marciniak","1 : 0",63,52,0.01214719,0.01429128,0.00214409,"Real Madrid","Atletico",22,"Antonio Rudiger","DC",TRUE,0,11.8757070221099,-13.5707576645706,"A. Rudiger",649,28,"Real Madrid",649
650,312,26,2,52,46.41,50.32,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 35, 38, 216, 218)",TRUE,104010,45.57,38.284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.0333333333333,2787442485,26,140,56,213,178,212,141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"43.4","Back","4.64",NA,"12.1","56.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-03-14 16:25:09",69304,"Riyadh Air Metropolitano","Szymon Marciniak","1 : 0",63,52,0.01429128,0.01484598,0.0005547,"Real Madrid","Atletico",22,"Antonio Rudiger","DC",TRUE,1.23627204530848,0,-93.9922351358442,"A. Rudiger",650,28,"Real Madrid",650
651,312.5,26,4,52,45.57,38.284,"FirstHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,353423,48.405,33.592,NA,NA,NA,NA,NA,313,NA,NA,NA,NA,26.0666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-03-14 16:25:09",69304,"Riyadh Air Metropolitano","Szymon Marciniak","1 : 0",63,52,0.01484598,0.01484598,0,"Real Madrid","Atletico",14,"Aurelien Tchouameni","MC",TRUE,0,2.98773495090583,-58.8587911283291,"A. Tchouameni",651,28,"Real Madrid",651
652,313,26,6,52,48.405,33.592,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 36, 38, 216, 218)",TRUE,353423,54.495,18.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.1,2787442501,26,140,56,213,178,212,141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"51.9","Center","5.10",NA,"16.1","27.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-03-14 16:25:09",69304,"Riyadh Air Metropolitano","Szymon Marciniak","1 : 0",63,52,0.01484598,0.01685596,0.00200998,"Real Madrid","Atletico",14,"Aurelien Tchouameni","MC",TRUE,3.82483976780841,0,-67.7581676422071,"A. Tchouameni",652,28,"Real Madrid",652
653,313.5,26,7,52,54.495,18.7,"FirstHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,20874,58.275,17.272,NA,NA,NA,NA,NA,314,NA,NA,NA,NA,26.1166666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-03-14 16:25:09",69304,"Riyadh Air Metropolitano","Szymon Marciniak","1 : 0",63,52,0.01685596,0.01685596,0,"Real Madrid","Atletico",10,"Luka Modric","MC",TRUE,0,3.14249014906247,-20.6954507340633,"L. Modric",653,28,"Real Madrid",653
654,314,26,8,52,58.275,17.272,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 205, 36, 38, 217, 218)",TRUE,20874,77.385,2.176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.1333333333333,2787442545,26,140,56,213,178,212,141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73.7","Right","5.61",NA,"24.4","3.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-03-14 16:25:09",69304,"Riyadh Air Metropolitano","Szymon Marciniak","1 : 0",63,52,0.01685596,0.02122129,0.00436533,"Real Madrid","Atletico",10,"Luka Modric","MC",TRUE,7.4941766086456,0,-38.3070740625055,"L. Modric",654,28,"Real Madrid",654
655,314.5,26,11.5,52,77.385,2.176,"FirstHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,347862,84.525,14.756,NA,NA,NA,NA,NA,315,NA,NA,NA,NA,26.1916666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-03-14 16:25:09",69304,"Riyadh Air Metropolitano","Szymon Marciniak","1 : 0",63,52,0.02756312,0.02953272,0.0019696,"Real Madrid","Atletico",11,"Rodrygo","MR",TRUE,0,14.0359043267873,60.4221613187387,"Rodrygo",655,28,"Real Madrid",655
656,315,26,15,52,84.525,14.756,"FirstHalf","Pass","Unsuccessful",NA,NA,NA,"c(91, 120, 29, 36, 37, 217, 218)",TRUE,347862,94.395,18.088,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.25,2787442551,26,140,56,213,178,212,141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"89.9","Center","0.33",NA,"10.4","26.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-03-14 16:25:09",69304,"Riyadh Air Metropolitano","Szymon Marciniak","1 : 0",63,52,NA,NA,NA,"Real Madrid","Atletico",11,"Rodrygo","MR",TRUE,8.97687976114869,0,18.654098632079,"Rodrygo",656,28,"Real Madrid",656
657,216,26,15,63,12.075,52.496,"FirstHalf","Interception","Successful",NA,NA,NA,"c(91, 101, 102, 56)",TRUE,375621,12.075,52.496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.25,2787442557,26,NA,56,NA,178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-03-14 16:25:09",69304,"Riyadh Air Metropolitano","Szymon Marciniak","1 : 0",63,52,NA,NA,NA,"Atletico","Real Madrid",4,"Conor Gallagher","ML",TRUE,0,0,0,"C. Gallagher",657,29,"Atletico",657
658,216.5,26,17,63,12.075,52.496,"FirstHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,375621,19.425,60.996,NA,NA,NA,NA,NA,218,NA,NA,NA,NA,26.2833333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-03-14 16:25:09",69304,"Riyadh Air Metropolitano","Szymon Marciniak","1 : 0",63,52,0.00878589,0.00844854,-0.00033735,"Atletico","Real Madrid",4,"Conor Gallagher","ML",TRUE,0,5.01568065580938,49.149835290982,"C. Gallagher",658,29,"Atletico",658
659,218,26,19,63,19.425,60.996,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 35, 38, 215, 218)",TRUE,375621,5.25,55.556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.3166666666667,2787442583,26,140,56,213,178,212,141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5.0","Back","3.51",NA,"15.2","81.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-03-14 16:25:09",69304,"Riyadh Air Metropolitano","Szymon Marciniak","1 : 0",63,52,0.00844854,0.00750072,-0.000947819999999999,"Atletico","Real Madrid",4,"Conor Gallagher","ML",TRUE,-12.3203704436574,0,-159.004483745753,"C. Gallagher",659,29,"Atletico",659
